"","job_ad_id","job_city","job_industry","job_type","job_fed_contractor","job_equal_opp_employer","job_ownership","job_req_any","job_req_communication","job_req_education","job_req_min_experience","job_req_computer","job_req_organization","job_req_school","received_callback","firstname","race","gender","years_college","college_degree","honors","worked_during_school","years_experience","computer_skills","special_skills","volunteer","military","employment_holes","has_email_address","resume_quality"
"4171",358,"Boston","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"5",0,0,"none_listed",0,"Brett","white","m",4,1,0,0,20,0,0,0,0,0,0,"low"
"4172",358,"Boston","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"5",0,0,"none_listed",0,"Leroy","black","m",4,1,0,1,26,0,0,0,0,0,0,"low"
"4173",358,"Boston","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"5",0,0,"none_listed",0,"Matthew","white","m",4,1,1,1,14,1,0,1,1,0,1,"high"
"4174",358,"Boston","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"5",0,0,"none_listed",0,"Tamika","black","f",4,1,0,0,10,1,0,1,0,0,0,"high"
"4175",1192,"Chicago","other_service","secretary",0,0,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Aisha","black","f",3,0,0,1,6,1,0,0,0,0,0,"low"
"4176",1192,"Chicago","other_service","secretary",0,0,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",2,0,0,0,6,1,0,0,0,0,0,"low"
"4177",1192,"Chicago","other_service","secretary",0,0,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Sarah","white","f",3,0,0,1,6,1,0,1,0,0,1,"high"
"4178",1192,"Chicago","other_service","secretary",0,0,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",3,0,0,1,6,1,0,1,1,0,1,"high"
"4180",1194,"Chicago","business_and_personal_service","manager",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Allison","white","f",4,1,0,1,5,0,0,1,0,0,1,"high"
"4184",1194,"Chicago","business_and_personal_service","manager",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Latonya","black","f",4,1,0,1,5,0,1,1,0,0,1,"high"
"4185",1195,"Chicago","other_service","secretary",1,0,"private",1,0,0,"3",0,0,"none_listed",0,"Kristen","white","f",4,1,0,1,4,1,0,0,0,0,0,"low"
"4186",1195,"Chicago","other_service","secretary",1,0,"private",1,0,0,"3",0,0,"none_listed",0,"Sarah","white","f",3,0,0,1,4,1,1,1,0,1,1,"high"
"4187",1195,"Chicago","other_service","secretary",1,0,"private",1,0,0,"3",0,0,"none_listed",0,"Tamika","black","f",4,1,0,0,4,1,0,0,0,1,0,"low"
"4188",1195,"Chicago","other_service","secretary",1,0,"private",1,0,0,"3",0,0,"none_listed",0,"Tanisha","black","f",3,0,0,1,4,1,0,1,1,0,1,"high"
"4191",1197,"Chicago","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",1,"Kristen","white","f",4,1,1,1,6,0,1,1,0,0,1,"high"
"4192",1197,"Chicago","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,3,1,1,0,0,0,0,"low"
"4193",1197,"Chicago","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Latonya","black","f",4,1,0,1,4,1,1,1,0,0,1,"high"
"4194",1197,"Chicago","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",1,"Meredith","white","f",2,0,0,0,7,0,0,0,0,0,0,"low"
"4196",1199,"Chicago","wholesale_and_retail_trade","retail_sales",1,0,"public",0,0,0,"",0,0,"none_listed",0,"Carrie","white","f",4,1,0,1,5,0,1,1,0,0,1,"high"
"4198",1199,"Chicago","wholesale_and_retail_trade","retail_sales",1,0,"public",0,0,0,"",0,0,"none_listed",0,"Emily","white","f",4,1,0,0,2,1,1,0,0,0,0,"low"
"4200",1199,"Chicago","wholesale_and_retail_trade","retail_sales",1,0,"public",0,0,0,"",0,0,"none_listed",0,"Kenya","black","f",2,0,0,0,3,0,0,0,0,0,0,"low"
"4202",1199,"Chicago","wholesale_and_retail_trade","retail_sales",1,0,"public",0,0,0,"",0,0,"none_listed",0,"Tremayne","black","m",4,1,0,0,6,0,1,1,0,0,1,"high"
"4203",1200,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Carrie","white","f",3,0,0,1,12,1,0,1,1,0,1,"high"
"4204",1200,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Jill","white","f",4,1,0,1,13,1,0,0,0,1,0,"low"
"4205",1200,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",2,0,0,0,11,1,0,0,0,1,0,"low"
"4206",1200,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Tanisha","black","f",3,0,0,1,13,1,0,1,1,0,1,"high"
"4207",1201,"Chicago","other_service","supervisor",0,0,"unknown",1,1,0,"some",1,0,"none_listed",0,"Laurie","white","f",4,1,0,0,6,1,0,0,0,1,0,"low"
"4208",1201,"Chicago","other_service","supervisor",0,0,"unknown",1,1,0,"some",1,0,"none_listed",0,"Tamika","black","f",4,1,0,0,6,1,1,0,0,1,0,"low"
"4209",1202,"Chicago","business_and_personal_service","supervisor",0,0,"private",1,1,0,"5",1,0,"none_listed",0,"Sarah","white","f",3,0,0,0,21,1,0,1,0,1,0,"high"
"4210",1202,"Chicago","business_and_personal_service","supervisor",0,0,"private",1,1,0,"5",1,0,"none_listed",0,"Tamika","black","f",4,1,0,1,7,1,1,0,0,0,1,"high"
"4211",1203,"Chicago","finance_insurance_real_estate","retail_sales",0,1,"private",1,1,0,"",1,0,"none_listed",0,"Emily","white","f",3,0,0,0,8,1,0,0,0,1,0,"low"
"4212",1203,"Chicago","finance_insurance_real_estate","retail_sales",0,1,"private",1,1,0,"",1,0,"none_listed",0,"Kenya","black","f",3,0,0,1,11,1,0,1,0,1,1,"high"
"4213",1203,"Chicago","finance_insurance_real_estate","retail_sales",0,1,"private",1,1,0,"",1,0,"none_listed",0,"Kristen","white","f",4,1,0,0,9,1,0,1,0,1,1,"high"
"4214",1203,"Chicago","finance_insurance_real_estate","retail_sales",0,1,"private",1,1,0,"",1,0,"none_listed",0,"Latonya","black","f",4,1,0,1,15,1,0,0,0,1,0,"low"
"4215",1204,"Chicago","manufacturing","manager",0,0,"private",1,1,1,"some",0,1,"some_college",0,"Anne","white","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"4216",1205,"Chicago","wholesale_and_retail_trade","retail_sales",1,1,"unknown",0,0,0,"",0,0,"none_listed",0,"Carrie","white","f",4,1,0,0,5,1,1,0,0,0,1,"low"
"4217",1205,"Chicago","wholesale_and_retail_trade","retail_sales",1,1,"unknown",0,0,0,"",0,0,"none_listed",0,"Darnell","black","m",3,0,0,0,7,1,0,1,0,1,1,"high"
"4218",1205,"Chicago","wholesale_and_retail_trade","retail_sales",1,1,"unknown",0,0,0,"",0,0,"none_listed",0,"Hakim","black","m",1,0,0,0,4,1,1,0,0,0,1,"low"
"4219",1205,"Chicago","wholesale_and_retail_trade","retail_sales",1,1,"unknown",0,0,0,"",0,0,"none_listed",0,"Jay","white","m",4,1,0,0,7,0,0,1,0,1,1,"high"
"4220",1204,"Chicago","manufacturing","manager",0,0,"private",1,1,1,"some",0,1,"some_college",0,"Jill","white","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"4221",1204,"Chicago","manufacturing","manager",0,0,"private",1,1,1,"some",0,1,"some_college",0,"Lakisha","black","f",4,1,0,1,21,1,0,0,0,1,1,"high"
"4222",1204,"Chicago","manufacturing","manager",0,0,"private",1,1,1,"some",0,1,"some_college",0,"Tamika","black","f",4,1,0,0,13,1,0,0,0,1,0,"low"
"4223",1206,"Chicago","finance_insurance_real_estate","supervisor",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",3,0,0,1,9,1,0,0,0,0,0,"low"
"4224",1206,"Chicago","finance_insurance_real_estate","supervisor",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Kristen","white","f",4,1,1,1,4,1,0,0,0,1,0,"high"
"4225",1206,"Chicago","finance_insurance_real_estate","supervisor",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Laurie","white","f",4,1,0,0,4,1,0,0,0,1,0,"low"
"4226",1206,"Chicago","finance_insurance_real_estate","supervisor",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",4,1,0,0,5,1,1,0,1,1,1,"high"
"4237",1210,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,1,"none_listed",0,"Aisha","black","f",4,1,0,0,5,1,0,0,0,0,1,"high"
"4238",1210,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,1,"none_listed",0,"Allison","white","f",4,1,0,1,5,1,1,0,0,0,1,"high"
"4239",1210,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,1,"none_listed",0,"Carrie","white","f",4,1,0,1,4,1,0,0,0,0,0,"low"
"4240",1210,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,1,"none_listed",0,"Keisha","black","f",4,1,0,1,8,1,0,0,0,0,0,"low"
"4246",1213,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",1,"Jill","white","f",4,1,0,1,4,1,0,0,0,0,0,"low"
"4247",1213,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",1,"Kenya","black","f",4,1,0,0,2,1,0,0,0,1,0,"low"
"4248",1213,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Kristen","white","f",4,1,0,0,5,1,1,1,0,1,1,"high"
"4249",1213,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",1,"Latoya","black","f",4,1,0,1,4,1,0,1,0,1,1,"high"
"4251",1215,"Chicago","manufacturing","secretary",1,0,"private",1,0,0,"3",1,0,"none_listed",0,"Ebony","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"4254",1215,"Chicago","manufacturing","secretary",1,0,"private",1,0,0,"3",1,0,"none_listed",0,"Jill","white","f",4,1,0,0,6,1,0,0,0,0,0,"low"
"4255",1215,"Chicago","manufacturing","secretary",1,0,"private",1,0,0,"3",1,0,"none_listed",0,"Kenya","black","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"4257",1215,"Chicago","manufacturing","secretary",1,0,"private",1,0,0,"3",1,0,"none_listed",0,"Sarah","white","f",4,1,0,1,6,1,0,1,0,1,1,"high"
"4259",1218,"Chicago","business_and_personal_service","sales_rep",0,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Brendan","white","m",2,0,0,0,4,0,1,0,0,0,0,"low"
"4263",1218,"Chicago","business_and_personal_service","sales_rep",0,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Rasheed","black","m",2,0,0,0,5,1,0,0,0,1,0,"low"
"4265",1219,"Chicago","other_service","secretary",1,1,"nonprofit",1,0,0,"some",1,0,"none_listed",0,"Jill","white","f",4,1,0,0,6,1,1,0,0,1,0,"low"
"4266",1219,"Chicago","other_service","secretary",1,1,"nonprofit",1,0,0,"some",1,0,"none_listed",0,"Latoya","black","f",4,1,0,1,4,1,0,0,0,0,0,"low"
"4267",1219,"Chicago","other_service","secretary",1,1,"nonprofit",1,0,0,"some",1,0,"none_listed",0,"Laurie","white","f",4,1,0,0,5,1,1,1,0,1,1,"high"
"4268",1219,"Chicago","other_service","secretary",1,1,"nonprofit",1,0,0,"some",1,0,"none_listed",0,"Tamika","black","f",4,1,0,1,7,1,1,0,0,0,1,"high"
"4269",1220,"Chicago","other_service","manager",0,0,"nonprofit",1,0,1,"",1,0,"college",0,"Carrie","white","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"4270",1220,"Chicago","other_service","manager",0,0,"nonprofit",1,0,1,"",1,0,"college",0,"Ebony","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"4271",1221,"Chicago","finance_insurance_real_estate","sales_rep",0,1,"private",1,1,0,"",0,0,"none_listed",0,"Ebony","black","f",4,1,0,0,2,1,1,1,0,0,1,"high"
"4272",1220,"Chicago","other_service","manager",0,0,"nonprofit",1,0,1,"",1,0,"college",0,"Kenya","black","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"4273",1220,"Chicago","other_service","manager",0,0,"nonprofit",1,0,1,"",1,0,"college",0,"Kristen","white","f",4,1,0,1,14,1,0,0,0,0,0,"low"
"4274",1221,"Chicago","finance_insurance_real_estate","sales_rep",0,1,"private",1,1,0,"",0,0,"none_listed",0,"Todd","white","m",4,1,0,1,3,1,1,1,0,0,1,"high"
"4275",1222,"Chicago","other_service","secretary",0,1,"private",1,0,0,"3",1,0,"none_listed",0,"Aisha","black","f",4,1,0,1,4,1,0,1,0,0,0,"low"
"4276",1222,"Chicago","other_service","secretary",0,1,"private",1,0,0,"3",1,0,"none_listed",0,"Allison","white","f",4,1,0,0,4,1,1,0,0,1,0,"low"
"4277",1222,"Chicago","other_service","secretary",0,1,"private",1,0,0,"3",1,0,"none_listed",0,"Carrie","white","f",4,1,0,1,4,1,1,0,0,0,1,"high"
"4278",1222,"Chicago","other_service","secretary",0,1,"private",1,0,0,"3",1,0,"none_listed",0,"Latoya","black","f",4,1,0,1,3,1,1,0,0,0,1,"high"
"4283",1224,"Chicago","business_and_personal_service","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Carrie","white","f",3,0,0,0,20,1,1,1,0,1,1,"high"
"4284",1224,"Chicago","business_and_personal_service","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Keisha","black","f",3,0,0,1,2,1,1,1,1,0,1,"high"
"4285",1224,"Chicago","business_and_personal_service","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Latonya","black","f",4,1,0,1,5,1,0,0,0,1,0,"low"
"4286",1225,"Chicago","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Leroy","black","m",4,1,0,0,2,1,1,0,0,0,0,"low"
"4287",1225,"Chicago","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Neil","white","m",4,1,1,0,6,0,1,0,0,0,0,"low"
"4288",1224,"Chicago","business_and_personal_service","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Sarah","white","f",4,1,0,0,3,1,0,0,0,1,0,"low"
"4293",1228,"Chicago","wholesale_and_retail_trade","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Carrie","white","f",4,1,0,1,4,0,1,1,0,0,1,"high"
"4294",1227,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",4,1,1,1,11,1,0,0,0,1,1,"high"
"4295",1227,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",1,"Kristen","white","f",4,1,0,0,15,1,0,0,0,1,0,"low"
"4296",1227,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",2,0,0,0,14,0,0,0,0,0,0,"low"
"4297",1227,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",1,"Meredith","white","f",4,1,0,1,10,1,0,0,0,1,1,"high"
"4298",1228,"Chicago","wholesale_and_retail_trade","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Tremayne","black","m",0,0,0,0,4,1,1,1,0,0,1,"high"
"4299",1229,"Chicago","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"3",1,0,"high_school_grad",0,"Jill","white","f",3,0,0,1,4,1,0,1,0,0,1,"high"
"4300",1229,"Chicago","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"3",1,0,"high_school_grad",0,"Kristen","white","f",2,0,0,0,5,1,0,0,0,0,0,"low"
"4301",1229,"Chicago","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"3",1,0,"high_school_grad",0,"Latoya","black","f",3,0,0,1,3,1,0,1,1,0,1,"high"
"4302",1229,"Chicago","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"3",1,0,"high_school_grad",0,"Tamika","black","f",3,0,0,1,6,1,0,0,0,0,0,"low"
"4303",1230,"Chicago","finance_insurance_real_estate","secretary",0,0,"public",1,0,0,"",1,0,"none_listed",0,"Carrie","white","f",4,1,0,0,7,1,0,0,1,1,1,"high"
"4304",1230,"Chicago","finance_insurance_real_estate","secretary",0,0,"public",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",3,0,0,1,6,1,0,0,0,0,1,"low"
"4305",1230,"Chicago","finance_insurance_real_estate","secretary",0,0,"public",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",4,1,0,0,11,1,0,0,0,1,0,"low"
"4306",1230,"Chicago","finance_insurance_real_estate","secretary",0,0,"public",1,0,0,"",1,0,"none_listed",0,"Tanisha","black","f",3,0,0,1,5,1,0,1,0,0,1,"high"
"4307",1231,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Ebony","black","f",4,1,0,1,15,1,0,0,0,0,0,"low"
"4308",1231,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Emily","white","f",4,1,0,0,3,1,1,0,0,1,0,"low"
"4311",1233,"Chicago","business_and_personal_service","manager",1,0,"unknown",1,0,0,"3",0,0,"none_listed",0,"Laurie","white","f",4,1,0,0,3,1,1,0,0,0,0,"low"
"4312",1233,"Chicago","business_and_personal_service","manager",1,0,"unknown",1,0,0,"3",0,0,"none_listed",0,"Tamika","black","f",4,1,0,0,8,0,0,0,0,1,0,"low"
"4313",1234,"Chicago","other_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Carrie","white","f",3,0,0,0,8,1,0,0,0,1,0,"low"
"4314",1234,"Chicago","other_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",3,0,0,1,16,1,0,0,0,0,1,"high"
"4315",1234,"Chicago","other_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Latonya","black","f",4,1,0,1,4,1,0,0,0,1,0,"low"
"4316",1234,"Chicago","other_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Meredith","white","f",3,0,0,1,3,1,0,1,1,0,1,"high"
"4319",1236,"Chicago","transportation_communication","sales_rep",0,0,"private",1,0,0,"1",0,0,"none_listed",0,"Jill","white","f",4,1,0,0,5,0,0,0,0,1,0,"low"
"4320",1236,"Chicago","transportation_communication","sales_rep",0,0,"private",1,0,0,"1",0,0,"none_listed",0,"Kareem","black","m",4,1,0,0,4,0,1,0,0,0,0,"low"
"4323",1237,"Chicago","other_service","clerical",0,1,"nonprofit",1,0,1,"0.5",1,0,"college",0,"Anne","white","f",3,0,0,0,12,1,0,1,0,1,1,"high"
"4324",1237,"Chicago","other_service","clerical",0,1,"nonprofit",1,0,1,"0.5",1,0,"college",0,"Emily","white","f",4,1,0,0,11,1,0,0,0,1,0,"low"
"4325",1237,"Chicago","other_service","clerical",0,1,"nonprofit",1,0,1,"0.5",1,0,"college",0,"Kenya","black","f",3,0,0,1,6,1,0,0,0,0,0,"low"
"4326",1237,"Chicago","other_service","clerical",0,1,"nonprofit",1,0,1,"0.5",1,0,"college",0,"Tanisha","black","f",4,1,1,0,9,1,1,1,0,1,1,"high"
"4327",1238,"Chicago","manufacturing","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Jermaine","black","m",4,1,0,0,19,1,1,0,0,1,1,"high"
"4328",1238,"Chicago","manufacturing","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Latonya","black","f",2,0,0,1,1,0,1,1,0,0,0,"low"
"4329",1238,"Chicago","manufacturing","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Laurie","white","f",3,0,0,0,6,1,1,0,0,1,1,"high"
"4330",1238,"Chicago","manufacturing","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Sarah","white","f",4,1,0,0,5,1,1,0,0,1,0,"low"
"4331",1240,"Chicago","other_service","clerical",1,0,"unknown",1,1,0,"",0,0,"none_listed",0,"Jermaine","black","m",4,1,0,1,21,1,0,0,0,1,1,"high"
"4333",1240,"Chicago","other_service","clerical",1,0,"unknown",1,1,0,"",0,0,"none_listed",1,"Kristen","white","f",4,1,0,0,20,1,1,0,0,1,1,"high"
"4335",1240,"Chicago","other_service","clerical",1,0,"unknown",1,1,0,"",0,0,"none_listed",1,"Sarah","white","f",3,0,1,1,10,1,1,0,0,0,0,"low"
"4336",1240,"Chicago","other_service","clerical",1,0,"unknown",1,1,0,"",0,0,"none_listed",1,"Tanisha","black","f",4,1,1,0,8,1,1,0,0,1,0,"low"
"4338",207,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Brad","white","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"4339",207,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Emily","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"4340",190,"Boston","other_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Hakim","black","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"4341",151,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,0,"",0,0,"none_listed",0,"Jermaine","black","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"4342",190,"Boston","other_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Jermaine","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"4343",190,"Boston","other_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Jill","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"4344",274,"Boston","business_and_personal_service","sales_rep",0,0,"public",0,0,0,"",0,0,"none_listed",0,"Jill","white","f",4,1,0,0,8,0,0,1,0,0,1,"high"
"4345",45,"Boston","finance_insurance_real_estate","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,14,1,1,1,0,0,0,"high"
"4347",274,"Boston","business_and_personal_service","sales_rep",0,0,"public",0,0,0,"",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,1,8,1,0,0,0,0,0,"low"
"4348",45,"Boston","finance_insurance_real_estate","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Latonya","black","f",4,1,0,0,8,1,0,0,0,0,0,"low"
"4349",207,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Latoya","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"4351",274,"Boston","business_and_personal_service","sales_rep",0,0,"public",0,0,0,"",0,0,"none_listed",0,"Latoya","black","f",4,1,0,0,10,1,0,1,0,1,1,"high"
"4352",151,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,0,"",0,0,"none_listed",0,"Laurie","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"4353",45,"Boston","finance_insurance_real_estate","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Laurie","white","f",4,1,0,0,18,1,0,1,0,0,0,"high"
"4354",190,"Boston","other_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Laurie","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"4355",151,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,0,"",0,0,"none_listed",0,"Matthew","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"4356",274,"Boston","business_and_personal_service","sales_rep",0,0,"public",0,0,0,"",0,0,"none_listed",0,"Meredith","white","f",4,1,0,1,8,0,0,0,0,0,0,"low"
"4357",151,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,0,"",0,0,"none_listed",0,"Rasheed","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"4358",45,"Boston","finance_insurance_real_estate","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Sarah","white","f",4,1,0,0,26,0,0,0,0,0,0,"low"
"4360",207,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Tremayne","black","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"4361",1241,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Anne","white","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"4362",1241,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Jill","white","f",4,1,0,0,14,1,0,1,0,1,1,"high"
"4363",1241,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Latoya","black","f",3,0,0,0,2,1,1,0,0,1,0,"low"
"4364",1241,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",2,0,0,0,18,1,1,1,0,1,1,"high"
"4365",359,"Boston","business_and_personal_service","manager",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Greg","white","m",4,1,0,0,8,1,0,0,0,0,0,"low"
"4366",359,"Boston","business_and_personal_service","manager",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Jay","white","m",4,1,0,0,18,1,0,1,0,0,0,"high"
"4367",359,"Boston","business_and_personal_service","manager",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Latonya","black","f",4,1,0,0,26,0,0,0,0,0,0,"low"
"4368",359,"Boston","business_and_personal_service","manager",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,14,1,1,1,0,0,0,"high"
"4369",360,"Boston","manufacturing","retail_sales",1,1,"public",0,0,0,"",0,0,"none_listed",0,"Brad","white","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"4370",360,"Boston","manufacturing","retail_sales",1,1,"public",0,0,0,"",0,0,"none_listed",1,"Kristen","white","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"4371",360,"Boston","manufacturing","retail_sales",1,1,"public",0,0,0,"",0,0,"none_listed",0,"Latoya","black","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"4372",360,"Boston","manufacturing","retail_sales",1,1,"public",0,0,0,"",0,0,"none_listed",0,"Tanisha","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"4377",361,"Boston","other_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Darnell","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"4378",361,"Boston","other_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"4379",361,"Boston","other_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Meredith","white","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"4380",361,"Boston","other_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Neil","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"4381",362,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"public",1,0,0,"",0,0,"none_listed",0,"Geoffrey","white","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"4382",362,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"public",1,0,0,"",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
